# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1904       3.258099606511e-11       1.446308532479e-12      -1.234511351931e-12       7.062844900521e-15       4.356214511551e-16       8.836633063004e-17      -1.655454324909e-17 
 1905       3.249914389572e-11       1.448035884441e-12      -1.252041654759e-12       7.053931897114e-15       4.346306855591e-16       8.894607809304e-17      -1.654995557781e-17 
 1906       3.241886321231e-11       1.449644789111e-12      -1.269672956897e-12       7.045046327130e-15       4.336425536801e-16       8.952049153442e-17      -1.654423755888e-17 
 1907       3.234016460222e-11       1.451133383498e-12      -1.287395989962e-12       7.036188755921e-15       4.326570452372e-16       9.008946690806e-17      -1.653750549182e-17 
 1908       3.226305868018e-11       1.452499797976e-12      -1.305201445924e-12       7.027359750749e-15       4.316741498623e-16       9.065289979142e-17      -1.652987617505e-17 
 1909       3.218755232250e-11       1.453742513570e-12      -1.323080292338e-12       7.018559802148e-15       4.306938578062e-16       9.121068920893e-17      -1.652144634501e-17 
 1910       3.211363733790e-11       1.454861436803e-12      -1.341024720815e-12       7.009789087323e-15       4.297161620604e-16       9.176274913514e-17      -1.651223082005e-17 
 1911       3.204130170987e-11       1.455856833068e-12      -1.359027205722e-12       7.001047704942e-15       4.287410562511e-16       9.230899707887e-17      -1.650222388366e-17 
 1912       3.197053335458e-11       1.456728970095e-12      -1.377080189508e-12       6.992335753612e-15       4.277685339346e-16       9.284935026694e-17      -1.649141980288e-17 
 1913       3.190132012074e-11       1.457478117955e-12      -1.395176082664e-12       6.983653331879e-15       4.267985885976e-16       9.338372564391e-17      -1.647981282829e-17 
 1914       3.183364978958e-11       1.458104549060e-12      -1.413307263681e-12       6.975000538229e-15       4.258312136568e-16       9.391203987168e-17      -1.646739719398e-17 
 1915       3.176751007468e-11       1.458608538170e-12      -1.431466079006e-12       6.966377471086e-15       4.248664024589e-16       9.443420932919e-17      -1.645416711754e-17 
 1916       3.170288862191e-11       1.458990362395e-12      -1.449644843004e-12       6.957784228815e-15       4.239041482803e-16       9.495015011207e-17      -1.644011680004e-17 
 1917       3.163977300933e-11       1.459250301198e-12      -1.467835837912e-12       6.949220909717e-15       4.229444443275e-16       9.545977803228e-17      -1.642524042600e-17 
 1918       3.157815074712e-11       1.459388636401e-12      -1.486031313800e-12       6.940687612032e-15       4.219872837361e-16       9.596300861779e-17      -1.640953216341e-17 
 1919       3.151800927741e-11       1.459405652187e-12      -1.504223488528e-12       6.932184433938e-15       4.210326595717e-16       9.645975711226e-17      -1.639298616367e-17 
 1920       3.145933597426e-11       1.459301635102e-12      -1.522404547704e-12       6.923711473550e-15       4.200805648290e-16       9.694993847465e-17      -1.637559656157e-17 
 1921       3.140211814355e-11       1.459076874063e-12      -1.540566644644e-12       6.915268828920e-15       4.191309924320e-16       9.743346737892e-17      -1.635735747531e-17 
 1922       3.134634302283e-11       1.458731660356e-12      -1.558701900326e-12       6.906856598038e-15       4.181839352341e-16       9.791025821366e-17      -1.633826300646e-17 
 1923       3.129199778131e-11       1.458266287644e-12      -1.576802403354e-12       6.898474878827e-15       4.172393860174e-16       9.838022508181e-17      -1.631830723993e-17 
 1924       3.123906951968e-11       1.457681051969e-12      -1.594860209909e-12       6.890123769150e-15       4.162973374932e-16       9.884328180023e-17      -1.629748424397e-17 
 1925       3.118754527007e-11       1.456976251756e-12      -1.612867343714e-12       6.881803366803e-15       4.153577823015e-16       9.929934189945e-17      -1.627578807013e-17 
 1926       3.113741199595e-11       1.456152187815e-12      -1.630815795989e-12       6.873513769519e-15       4.144207130111e-16       9.974831862325e-17      -1.625321275329e-17 
 1927       3.108865659199e-11       1.455209163347e-12      -1.648697525407e-12       6.865255074965e-15       4.134861221193e-16       1.001901249284e-16      -1.622975231157e-17 
 1928       3.104126588403e-11       1.454147483946e-12      -1.666504458057e-12       6.857027380743e-15       4.125540020520e-16       1.006246734842e-16      -1.620540074638e-17 
 1929       3.099522662892e-11       1.452967457601e-12      -1.684228487398e-12       6.848830784391e-15       4.116243451633e-16       1.010518766724e-16      -1.618015204234e-17 
 1930       3.095052551447e-11       1.451669394706e-12      -1.701861474219e-12       6.840665383377e-15       4.106971437356e-16       1.014716465865e-16      -1.615400016733e-17 
 1931       3.090714915934e-11       1.450253608055e-12      -1.719395246598e-12       6.832531275108e-15       4.097723899796e-16       1.018838950316e-16      -1.612693907242e-17 
 1932       3.086508411294e-11       1.448720412851e-12      -1.736821599857e-12       6.824428556919e-15       4.088500760339e-16       1.022885335242e-16      -1.609896269184e-17 
 1933       3.082431685533e-11       1.447070126710e-12      -1.754132296524e-12       6.816357326083e-15       4.079301939650e-16       1.026854732915e-16      -1.607006494303e-17 
 1934       3.078483379714e-11       1.445303069660e-12      -1.771319066288e-12       6.808317679802e-15       4.070127357671e-16       1.030746252715e-16      -1.604023972656e-17 
 1935       3.074662127946e-11       1.443419564150e-12      -1.788373605958e-12       6.800309715212e-15       4.060976933623e-16       1.034559001123e-16      -1.600948092613e-17 
 1936       3.070966557374e-11       1.441419935050e-12      -1.805287579424e-12       6.792333529381e-15       4.051850586001e-16       1.038292081718e-16      -1.597778240855e-17 
 1937       3.067395288172e-11       1.439304509656e-12      -1.822052617610e-12       6.784389219309e-15       4.042748232576e-16       1.041944595177e-16      -1.594513802374e-17 
 1938       3.063946933532e-11       1.437073617693e-12      -1.838660318435e-12       6.776476881927e-15       4.033669790391e-16       1.045515639268e-16      -1.591154160469e-17 
 1939       3.060620099652e-11       1.434727591318e-12      -1.855102246774e-12       6.768596614095e-15       4.024615175761e-16       1.049004308846e-16      -1.587698696744e-17 
 1940       3.057413385731e-11       1.432266765126e-12      -1.871369934408e-12       6.760748512609e-15       4.015584304274e-16       1.052409695854e-16      -1.584146791108e-17 
 1941       3.054325383955e-11       1.429691476152e-12      -1.887454879993e-12       6.752932674189e-15       4.006577090786e-16       1.055730889315e-16      -1.580497821771e-17 
 1942       3.051354679491e-11       1.427002063872e-12      -1.903348549007e-12       6.745149195490e-15       3.997593449424e-16       1.058966975333e-16      -1.576751165245e-17 
 1943       3.048499850476e-11       1.424198870214e-12      -1.919042373717e-12       6.737398173094e-15       3.988633293579e-16       1.062117037084e-16      -1.572906196340e-17 
 1944       3.045759468005e-11       1.421282239552e-12      -1.934527753133e-12       6.729679703514e-15       3.979696535913e-16       1.065180154818e-16      -1.568962288161e-17 
 1945       3.043132096126e-11       1.418252518717e-12      -1.949796052965e-12       6.721993883191e-15       3.970783088350e-16       1.068155405852e-16      -1.564918812110e-17 
 1946       3.040616291828e-11       1.415110056997e-12      -1.964838605585e-12       6.714340808494e-15       3.961892862081e-16       1.071041864569e-16      -1.560775137881e-17 
 1947       3.038210605031e-11       1.411855206142e-12      -1.979646709982e-12       6.706720575723e-15       3.953025767557e-16       1.073838602414e-16      -1.556530633460e-17 
 1948       3.035913439355e-11       1.408488538106e-12      -1.994212569816e-12       6.699133219819e-15       3.944181720510e-16       1.076545083641e-16      -1.552184844304e-17 
 1949       3.033722633306e-11       1.405011500051e-12      -2.008532115362e-12       6.691578530006e-15       3.935360660049e-16       1.079162355826e-16      -1.547738032367e-17 
 1950       3.031635875926e-11       1.401425764273e-12      -2.022602202685e-12       6.684056232767e-15       3.926562530696e-16       1.081691868294e-16      -1.543190641121e-17 
 1951       3.029650845711e-11       1.397733010919e-12      -2.036419677456e-12       6.676566052999e-15       3.917787276379e-16       1.084135077186e-16      -1.538543116745e-17 
 1952       3.027765210602e-11       1.393934927996e-12      -2.049981374943e-12       6.669107714009e-15       3.909034840434e-16       1.086493445470e-16      -1.533795908129e-17 
 1953       3.025976627967e-11       1.390033211382e-12      -2.063284119995e-12       6.661680937517e-15       3.900305165599e-16       1.088768442949e-16      -1.528949466878e-17 
 1954       3.024282744589e-11       1.386029564839e-12      -2.076324727034e-12       6.654285443648e-15       3.891598194021e-16       1.090961546271e-16      -1.524004247314e-17 
 1955       3.022681196653e-11       1.381925700020e-12      -2.089100000037e-12       6.646920950932e-15       3.882913867245e-16       1.093074238937e-16      -1.518960706483e-17 
 1956       3.021169609730e-11       1.377723336483e-12      -2.101606732531e-12       6.639587176303e-15       3.874252126223e-16       1.095108011311e-16      -1.513819304157e-17 
 1957       3.019745598761e-11       1.373424201698e-12      -2.113841707576e-12       6.632283835095e-15       3.865612911304e-16       1.097064360628e-16      -1.508580502837e-17 
 1958       3.018406768051e-11       1.369030031059e-12      -2.125801697752e-12       6.625010641041e-15       3.856996162240e-16       1.098944791005e-16      -1.503244767758e-17 
 1959       3.017150711245e-11       1.364542567896e-12      -2.137483465151e-12       6.617767306270e-15       3.848401818183e-16       1.100750813449e-16      -1.497812566894e-17 
 1960       3.015975011321e-11       1.359963563482e-12      -2.148883761361e-12       6.610553541303e-15       3.839829817682e-16       1.102483945865e-16      -1.492284370958e-17 
 1961       3.014877240574e-11       1.355294777046e-12      -2.159999327456e-12       6.603369055056e-15       3.831280098685e-16       1.104145713067e-16      -1.486660653411e-17 
 1962       3.013854960601e-11       1.350537975785e-12      -2.170826893982e-12       6.596213554831e-15       3.822752598534e-16       1.105737646787e-16      -1.480941890461e-17 
 1963       3.012905722288e-11       1.345694934869e-12      -2.181363180949e-12       6.589086746318e-15       3.814247253969e-16       1.107261285682e-16      -1.475128561070e-17 
 1964       3.012027065796e-11       1.340767437457e-12      -2.191604897811e-12       6.581988333593e-15       3.805764001124e-16       1.108718175346e-16      -1.469221146957e-17 
 1965       3.011216520548e-11       1.335757274706e-12      -2.201548743461e-12       6.574918019112e-15       3.797302775528e-16       1.110109868316e-16      -1.463220132600e-17 
 1966       3.010471605210e-11       1.330666245778e-12      -2.211191406217e-12       6.567875503714e-15       3.788863512100e-16       1.111437924085e-16      -1.457126005244e-17 
 1967       3.009789827687e-11       1.325496157857e-12      -2.220529563806e-12       6.560860486614e-15       3.780446145153e-16       1.112703909107e-16      -1.450939254901e-17 
 1968       3.009168685097e-11       1.320248826151e-12      -2.229559883358e-12       6.553872665403e-15       3.772050608390e-16       1.113909396808e-16      -1.444660374354e-17 
 1969       3.008605663767e-11       1.314926073912e-12      -2.238279021388e-12       6.546911736046e-15       3.763676834905e-16       1.115055967598e-16      -1.438289859163e-17 
 1970       3.008098239214e-11       1.309529732439e-12      -2.246683623788e-12       6.539977392878e-15       3.755324757180e-16       1.116145208873e-16      -1.431828207669e-17 
 1971       3.007643876130e-11       1.304061641091e-12      -2.254770325812e-12       6.533069328604e-15       3.746994307085e-16       1.117178715032e-16      -1.425275920994e-17 
 1972       3.007240028373e-11       1.298523647298e-12      -2.262535752067e-12       6.526187234295e-15       3.738685415878e-16       1.118158087480e-16      -1.418633503050e-17 
 1973       3.006884138948e-11       1.292917606573e-12      -2.269976516495e-12       6.519330799386e-15       3.730398014202e-16       1.119084934641e-16      -1.411901460538e-17 
 1974       3.006573639996e-11       1.287245382518e-12      -2.277089222368e-12       6.512499711675e-15       3.722132032085e-16       1.119960871965e-16      -1.405080302956e-17 
 1975       3.006305952779e-11       1.281508846838e-12      -2.283870462270e-12       6.505693657318e-15       3.713887398942e-16       1.120787521937e-16      -1.398170542601e-17 
 1976       3.006078487665e-11       1.275709879349e-12      -2.290316818089e-12       6.498912320830e-15       3.705664043568e-16       1.121566514090e-16      -1.391172694570e-17 
 1977       3.005888644118e-11       1.269850367994e-12      -2.296424861001e-12       6.492155385081e-15       3.697461894141e-16       1.122299485008e-16      -1.384087276769e-17 
 1978       3.005733810677e-11       1.263932208845e-12      -2.302191151460e-12       6.485422531294e-15       3.689280878223e-16       1.122988078338e-16      -1.376914809915e-17 
 1979       3.005611364950e-11       1.257957306119e-12      -2.307612239187e-12       6.478713439043e-15       3.681120922752e-16       1.123633944802e-16      -1.369655817537e-17 
 1980       3.005518673594e-11       1.251927572190e-12      -2.312684663154e-12       6.472027786248e-15       3.672981954049e-16       1.124238742201e-16      -1.362310825985e-17 
 1981       3.005453092304e-11       1.245844927594e-12      -2.317404951576e-12       6.465365249178e-15       3.664863897812e-16       1.124804135427e-16      -1.354880364427e-17 
 1982       3.005411965798e-11       1.239711301043e-12      -2.321769621895e-12       6.458725502445e-15       3.656766679118e-16       1.125331796473e-16      -1.347364964860e-17 
 1983       3.005392627803e-11       1.233528629435e-12      -2.325775180770e-12       6.452108219002e-15       3.648690222418e-16       1.125823404437e-16      -1.339765162110e-17 
 1984       3.005392401042e-11       1.227298857864e-12      -2.329418124067e-12       6.445513070142e-15       3.640634451541e-16       1.126280645540e-16      -1.332081493836e-17 
 1985       3.005408597219e-11       1.221023939632e-12      -2.332694936839e-12       6.438939725494e-15       3.632599289691e-16       1.126705213126e-16      -1.324314500533e-17 
 1986       3.005438517005e-11       1.214705836255e-12      -2.335602093324e-12       6.432387853024e-15       3.624584659443e-16       1.127098807676e-16      -1.316464725540e-17 
 1987       3.005479577438e-11       1.208346507403e-12      -2.338136997948e-12       6.425857102846e-15       3.616590487876e-16       1.127462337359e-16      -1.308532443055e-17 
 1988       3.005529695175e-11       1.201947880591e-12      -2.340300815958e-12       6.419347058547e-15       3.608616721996e-16       1.127793513229e-16      -1.300516840003e-17 
 1989       3.005586906036e-11       1.195511881283e-12      -2.342095663622e-12       6.412857285501e-15       3.600663313422e-16       1.128089236333e-16      -1.292416828153e-17 
 1990       3.005649237833e-11       1.189040442958e-12      -2.343523669109e-12       6.406387347017e-15       3.592730213265e-16       1.128346395543e-16      -1.284231315548e-17 
 1991       3.005714710366e-11       1.182535507119e-12      -2.344586972506e-12       6.399936804334e-15       3.584817372133e-16       1.128561867540e-16      -1.275959206500e-17 
 1992       3.005781335407e-11       1.175999023307e-12      -2.345287725840e-12       6.393505216621e-15       3.576924740125e-16       1.128732516805e-16      -1.267599401587e-17 
 1993       3.005847116694e-11       1.169432949106e-12      -2.345628093088e-12       6.387092140972e-15       3.569052266830e-16       1.128855195595e-16      -1.259150797650e-17 
 1994       3.005910049919e-11       1.162839250158e-12      -2.345610250196e-12       6.380697132403e-15       3.561199901330e-16       1.128926743935e-16      -1.250612287785e-17 
 1995       3.005968122717e-11       1.156219900170e-12      -2.345236385096e-12       6.374319743853e-15       3.553367592196e-16       1.128943989599e-16      -1.241982761341e-17 
 1996       3.006019314658e-11       1.149576880926e-12      -2.344508697723e-12       6.367959526176e-15       3.545555287489e-16       1.128903748096e-16      -1.233261103914e-17 
 1997       3.006061597238e-11       1.142912182294e-12      -2.343429400026e-12       6.361616028141e-15       3.537762934758e-16       1.128802822655e-16      -1.224446197346e-17 
 1998       3.006092933862e-11       1.136227802242e-12      -2.342000715993e-12       6.355288796432e-15       3.529990481039e-16       1.128638004210e-16      -1.215536919716e-17 
 1999       3.006111279844e-11       1.129525746842e-12      -2.340224881659e-12       6.348977375638e-15       3.522237872857e-16       1.128406071383e-16      -1.206532145338e-17 
 2000       3.006114582389e-11       1.122808030283e-12      -2.338104145129e-12       6.342681308258e-15       3.514505056221e-16       1.128103790471e-16      -1.197430744755e-17 
 2001       3.006100780585e-11       1.116076674883e-12      -2.335640766590e-12       6.336400134692e-15       3.506791976627e-16       1.127727915431e-16      -1.188231584740e-17 
 2002       3.006067805395e-11       1.109333711095e-12      -2.332837018330e-12       6.330133393242e-15       3.499098579054e-16       1.127275187863e-16      -1.178933528282e-17 
 2003       3.006013579644e-11       1.102581177520e-12      -2.329695184751e-12       6.323880620110e-15       3.491424807966e-16       1.126742336995e-16      -1.169535434591e-17 
 2004       3.005936018013e-11       1.095821120917e-12      -2.326217562390e-12       6.317641349390e-15       3.483770607309e-16       1.126126079669e-16      -1.160036159087e-17 
 2005       3.005833027021e-11       1.089055596212e-12      -2.322406459933e-12       6.311415113071e-15       3.476135920511e-16       1.125423120327e-16      -1.150434553400e-17 
 2006       3.005702505026e-11       1.082286666508e-12      -2.318264198230e-12       6.305201441033e-15       3.468520690482e-16       1.124630150991e-16      -1.140729465362e-17 
 2007       3.005542342204e-11       1.075516403099e-12      -2.313793110314e-12       6.298999861039e-15       3.460924859614e-16       1.123743851254e-16      -1.130919739005e-17 
 2008       3.005350420546e-11       1.068746885474e-12      -2.308995541414e-12       6.292809898740e-15       3.453348369774e-16       1.122760888261e-16      -1.121004214556e-17 
 2009       3.005124613847e-11       1.061980201332e-12      -2.303873848977e-12       6.286631077668e-15       3.445791162314e-16       1.121677916692e-16      -1.110981728431e-17 
 2010       3.004862787691e-11       1.055218446589e-12      -2.298430402678e-12       6.280462919234e-15       3.438253178060e-16       1.120491578754e-16      -1.100851113234e-17 
 2011       3.004562799449e-11       1.048463725390e-12      -2.292667584441e-12       6.274304942723e-15       3.430734357317e-16       1.119198504158e-16      -1.090611197750e-17 
 2012       3.004222498260e-11       1.041718150121e-12      -2.286587788452e-12       6.268156665295e-15       3.423234639865e-16       1.117795310109e-16      -1.080260806939e-17 
 2013       3.003839725027e-11       1.034983841414e-12      -2.280193421179e-12       6.262017601982e-15       3.415753964962e-16       1.116278601286e-16      -1.069798761935e-17 
 2014       3.003412312407e-11       1.028262928162e-12      -2.273486901385e-12       6.255887265681e-15       3.408292271340e-16       1.114644969835e-16      -1.059223880042e-17 
 2015       3.002938084796e-11       1.021557547526e-12      -2.266470660145e-12       6.249765167156e-15       3.400849497204e-16       1.112890995342e-16      -1.048534974725e-17 
 2016       3.002414858323e-11       1.014869844947e-12      -2.259147140867e-12       6.243650815032e-15       3.393425580235e-16       1.111013244831e-16      -1.037730855609e-17 
 2017       3.001840440841e-11       1.008201974156e-12      -2.251518799300e-12       6.237543715795e-15       3.386020457584e-16       1.109008272738e-16      -1.026810328474e-17 
 2018       3.001212631911e-11       1.001556097184e-12      -2.243588103557e-12       6.231443373786e-15       3.378634065874e-16       1.106872620900e-16      -1.015772195252e-17 
 2019       3.000529222798e-11       9.949343843694e-13      -2.235357534129e-12       6.225349291202e-15       3.371266341202e-16       1.104602818543e-16      -1.004615254020e-17 
 2020       2.999787996458e-11       9.883390143742e-13      -2.226829583902e-12       6.219260968090e-15       3.363917219131e-16       1.102195382262e-16      -9.933382989947e-18 
 2021       2.998986727529e-11       9.817721741886e-13      -2.218006758172e-12       6.213177902346e-15       3.356586634697e-16       1.099646816006e-16      -9.819401205328e-18 
 2022       2.998123182318e-11       9.752360591436e-13      -2.208891574664e-12       6.207099589710e-15       3.349274522402e-16       1.096953611066e-16      -9.704195051223e-18 
 2023       2.997195118796e-11       9.687328729209e-13      -2.199486563546e-12       6.201025523768e-15       3.341980816217e-16       1.094112246059e-16      -9.587752353799e-18 
 2024       2.996200286584e-11       9.622648275629e-13      -2.189794267446e-12       6.194955195944e-15       3.334705449580e-16       1.091119186911e-16      -9.470060900460e-18 
 2025       2.995136426943e-11       9.558341434829e-13      -2.179817241468e-12       6.188888095500e-15       3.327448355395e-16       1.087970886842e-16      -9.351108439806e-18 
 2026       2.994001545810e-11       9.494428605778e-13      -2.169558500250e-12       6.182823739991e-15       3.320209470413e-16       1.084665290446e-16      -9.230888578326e-18 
 2027       2.992794735075e-11       9.430922700551e-13      -2.159022862630e-12       6.176761766872e-15       3.312988748407e-16       1.081206357823e-16      -9.109418517146e-18 
 2028       2.991515357216e-11       9.367834785213e-13      -2.148215616729e-12       6.170701842547e-15       3.305786147091e-16       1.077599573101e-16      -8.986721443333e-18 
 2029       2.990162772792e-11       9.305175965112e-13      -2.137142073815e-12       6.164643631972e-15       3.298601623746e-16       1.073850443339e-16      -8.862820644918e-18 
 2030       2.988736340439e-11       9.242957384930e-13      -2.125807568342e-12       6.158586798646e-15       3.291435135220e-16       1.069964498554e-16      -8.737739511026e-18 
 2031       2.987235416872e-11       9.181190228726e-13      -2.114217457970e-12       6.152531004617e-15       3.284286637924e-16       1.065947291753e-16      -8.611501531999e-18 
 2032       2.985659356877e-11       9.119885719982e-13      -2.102377123603e-12       6.146475910475e-15       3.277156087837e-16       1.061804398959e-16      -8.484130299530e-18 
 2033       2.984007513316e-11       9.059055121651e-13      -2.090291969412e-12       6.140421175352e-15       3.270043440501e-16       1.057541419239e-16      -8.355649506786e-18 
 2034       2.982279237118e-11       8.998709736204e-13      -2.077967422866e-12       6.134366456919e-15       3.262948651022e-16       1.053163974739e-16      -8.226082948540e-18 
 2035       2.980473877281e-11       8.938860905674e-13      -2.065408934764e-12       6.128311411387e-15       3.255871674069e-16       1.048677710703e-16      -8.095454521295e-18 
 2036       2.978590780869e-11       8.879520011704e-13      -2.052621979262e-12       6.122255693502e-15       3.248812463872e-16       1.044088295511e-16      -7.963788223414e-18 
 2037       2.976629293008e-11       8.820698475593e-13      -2.039612053904e-12       6.116198956544e-15       3.241770974226e-16       1.039401420701e-16      -7.831108155251e-18 
 2038       2.974588756887e-11       8.762407758344e-13      -2.026384679649e-12       6.110140852325e-15       3.234747158483e-16       1.034622801004e-16      -7.697438519273e-18 
 2039       2.972468513755e-11       8.704659360709e-13      -2.012945400903e-12       6.104081031190e-15       3.227740969558e-16       1.029758174367e-16      -7.562803620192e-18 
 2040       2.970267902916e-11       8.647464823233e-13      -1.999299785546e-12       6.098019142009e-15       3.220752359925e-16       1.024813301983e-16      -7.427227865092e-18 
 2041       2.967986261732e-11       8.590835726306e-13      -1.985453424964e-12       6.091954832181e-15       3.213781281616e-16       1.019793968325e-16      -7.290735763558e-18 
 2042       2.965622925615e-11       8.534783690206e-13      -1.971411934079e-12       6.085887747631e-15       3.206827686224e-16       1.014705981166e-16      -7.153351927800e-18 
 2043       2.963177228029e-11       8.479320375143e-13      -1.957180951373e-12       6.079817532804e-15       3.199891524896e-16       1.009555171617e-16      -7.015101072788e-18 
 2044       2.960648500487e-11       8.424457481312e-13      -1.942766138924e-12       6.073743830669e-15       3.192972748338e-16       1.004347394148e-16      -6.876008016373e-18 
 2045       2.958036072549e-11       8.370206748934e-13      -1.928173182431e-12       6.067666282712e-15       3.186071306814e-16       9.990885266204e-17      -6.736097679420e-18 
 2046       2.955339271819e-11       8.316579958304e-13      -1.913407791246e-12       6.061584528938e-15       3.179187150140e-16       9.937844703175e-17      -6.595395085932e-18 
 2047       2.952557423942e-11       8.263588929838e-13      -1.898475698402e-12       6.055498207867e-15       3.172320227689e-16       9.884411499694e-17      -6.453925363181e-18 
 2048       2.949689852605e-11       8.211245524119e-13      -1.883382660643e-12       6.049406956533e-15       3.165470488389e-16       9.830645137841e-17      -6.311713741836e-18 
 2049       2.946735879533e-11       8.159561641943e-13      -1.868134458454e-12       6.043310410481e-15       3.158637880720e-16       9.776605334758e-17      -6.168785556089e-18 
 2050       2.943694824485e-11       8.108549224368e-13      -1.852736896088e-12       6.037208203766e-15       3.151822352716e-16       9.722352042935e-17      -6.025166243783e-18 
 2051       2.940566005257e-11       8.058220252754e-13      -1.837195801599e-12       6.031099968952e-15       3.145023851964e-16       9.667945450500e-17      -5.880881346542e-18 
 2052       2.937348737672e-11       8.008586748819e-13      -1.821517026870e-12       6.024985337109e-15       3.138242325601e-16       9.613445981505e-17      -5.735956509898e-18 
 2053       2.934042335588e-11       7.959660774676e-13      -1.805706447640e-12       6.018863937811e-15       3.131477720316e-16       9.558914296217e-17      -5.590417483420e-18 
 2054       2.930646110887e-11       7.911454432887e-13      -1.789769963536e-12       6.012735399134e-15       3.124729982347e-16       9.504411291400e-17      -5.444290120838e-18 
 2055       2.927159373476e-11       7.863979866503e-13      -1.773713498105e-12       6.006599347655e-15       3.117999057485e-16       9.449998100610e-17      -5.297600380176e-18 
 2056       2.923581431286e-11       7.817249259115e-13      -1.757542998835e-12       6.000455408450e-15       3.111284891065e-16       9.395736094474e-17      -5.150374323879e-18 
 2057       2.919911590271e-11       7.771274834900e-13      -1.741264437196e-12       5.994303205092e-15       3.104587427975e-16       9.341686880988e-17      -5.002638118938e-18 
 2058       2.916149154400e-11       7.726068858666e-13      -1.724883808657e-12       5.988142359648e-15       3.097906612649e-16       9.287912305795e-17      -4.854418037019e-18 
 2059       2.912293425662e-11       7.681643635896e-13      -1.708407132727e-12       5.981972492678e-15       3.091242389065e-16       9.234474452480e-17      -4.705740454596e-18 
 2060       2.908343704059e-11       7.638011512801e-13      -1.691840452977e-12       5.975793223234e-15       3.084594700753e-16       9.181435642854e-17      -4.556631853070e-18 
 2061       2.904299287606e-11       7.595184876361e-13      -1.675189837071e-12       5.969604168858e-15       3.077963490783e-16       9.128858437242e-17      -4.407118818906e-18 
 2062       2.900159472328e-11       7.553176154373e-13      -1.658461376796e-12       5.963404945579e-15       3.071348701775e-16       9.076805634773e-17      -4.257228043754e-18 
 2063       2.895923552259e-11       7.511997815499e-13      -1.641661188094e-12       5.957195167910e-15       3.064750275889e-16       9.025340273665e-17      -4.106986324582e-18 
 2064       2.891590819437e-11       7.471662369308e-13      -1.624795411085e-12       5.950974448849e-15       3.058168154832e-16       8.974525631514e-17      -3.956420563800e-18 
 2065       2.887160810223e-11       7.432180033949e-13      -1.607870021671e-12       5.944742454720e-15       3.051602283596e-16       8.924410648719e-17      -3.805561364198e-18 
 2066       2.882634046147e-11       7.393551720977e-13      -1.590890264805e-12       5.938499070130e-15       3.045052621724e-16       8.874986085236e-17      -3.654453841340e-18 
 2067       2.878011298307e-11       7.355776000890e-13      -1.573861217259e-12       5.932244234175e-15       3.038519132125e-16       8.826228053618e-17      -3.503146888067e-18 
 2068       2.873293341533e-11       7.318851430975e-13      -1.556787975720e-12       5.925977885706e-15       3.032001777336e-16       8.778112567541e-17      -3.351689586877e-18 
 2069       2.868480954392e-11       7.282776555289e-13      -1.539675656808e-12       5.919699963326e-15       3.025500519521e-16       8.730615541678e-17      -3.200131210153e-18 
 2070       2.863574919195e-11       7.247549904637e-13      -1.522529397106e-12       5.913410405391e-15       3.019015320473e-16       8.683712791584e-17      -3.048521220395e-18 
 2071       2.858576022000e-11       7.213169996559e-13      -1.505354353181e-12       5.907109150010e-15       3.012546141609e-16       8.637380033567e-17      -2.896909270447e-18 
 2072       2.853485052616e-11       7.179635335304e-13      -1.488155701608e-12       5.900796135042e-15       3.006092943974e-16       8.591592884569e-17      -2.745345203725e-18 
 2073       2.848302804608e-11       7.146944411816e-13      -1.470938638996e-12       5.894471298100e-15       2.999655688236e-16       8.546326862043e-17      -2.593879054450e-18 
 2074       2.843030075306e-11       7.115095703712e-13      -1.453708382010e-12       5.888134576546e-15       2.993234334689e-16       8.501557383832e-17      -2.442561047873e-18 
 2075       2.837667665802e-11       7.084087675263e-13      -1.436470167397e-12       5.881785907493e-15       2.986828843254e-16       8.457259768043e-17      -2.291441600506e-18 
 2076       2.832216380962e-11       7.053918777377e-13      -1.419229252009e-12       5.875425227808e-15       2.980439173470e-16       8.413409232930e-17      -2.140571320352e-18 
 2077       2.826677029427e-11       7.024587447576e-13      -1.401990912827e-12       5.869052474104e-15       2.974065284503e-16       8.369980896768e-17      -1.990001007131e-18 
 2078       2.821050423619e-11       6.996092109981e-13      -1.384760446986e-12       5.862667582746e-15       2.967707135142e-16       8.326949777732e-17      -1.839781652515e-18 
 2079       2.815337379746e-11       6.968431175291e-13      -1.367543171800e-12       5.856270489848e-15       2.961364683795e-16       8.284290793774e-17      -1.689964440349e-18 
 2080       2.809538717805e-11       6.941603040762e-13      -1.350344424781e-12       5.849861131274e-15       2.955037888494e-16       8.241978762501e-17      -1.540600746886e-18 
